data,campanha_id,campanha_nome,canal,objetivo,dispositivo,segmento_publico,investimento,impressoes,cliques,ctr,conversoes,receita,cpc,cpa,roas
2025-05-10,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,32.32,3669,25,0.0068,1,160.11,1.29,32.32,4.95
2025-05-10,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,64.3,6595,46,0.007,2,313.28,1.4,32.15,4.87
2025-05-10,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Remarketing,99.95,6115,78,0.0128,3,750.54,1.28,33.32,7.51
2025-05-11,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,54.46,533,11,0.0206,1,0.0,4.95,54.46,0.0
2025-05-11,C002,Google Search - Genérico,Google Ads,leads,Desktop,Geral,53.5,427,11,0.0258,1,0.0,4.86,53.5,0.0
2025-05-11,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,46.75,4791,43,0.009,1,148.61,1.09,46.75,3.18
2025-05-11,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,54.6,7706,65,0.0084,2,351.76,0.84,27.3,6.44
2025-05-11,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Geral,84.74,7513,88,0.0117,3,410.99,0.96,28.25,4.85
2025-05-12,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,70.37,778,16,0.0206,1,0.0,4.4,70.37,0.0
2025-05-12,C002,Google Search - Genérico,Google Ads,leads,Desktop,Remarketing,56.32,601,11,0.0183,1,0.0,5.12,56.32,0.0
2025-05-12,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Interesses,62.07,10745,63,0.0059,2,328.09,0.99,31.04,5.29
2025-05-12,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,73.12,7974,71,0.0089,1,96.67,1.03,73.12,1.32
2025-05-12,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Interesses,123.97,13558,154,0.0114,5,1550.84,0.8,24.79,12.51
2025-05-13,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,90.98,1229,22,0.0179,1,0.0,4.14,90.98,0.0
2025-05-13,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,63.66,475,12,0.0253,1,0.0,5.3,63.66,0.0
2025-05-13,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,49.26,5371,31,0.0058,1,229.95,1.59,49.26,4.67
2025-05-13,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Busca ativa,70.85,5525,60,0.0109,1,142.26,1.18,70.85,2.01
2025-05-13,C006,Meta - Lançamento Produto,Meta Ads,vendas,Tablet,Lookalike,115.89,10013,83,0.0083,2,454.98,1.4,57.94,3.93
2025-05-14,C001,Google Search - Marca,Google Ads,leads,Desktop,Lookalike,63.34,663,17,0.0256,1,0.0,3.73,63.34,0.0
2025-05-14,C002,Google Search - Genérico,Google Ads,leads,Mobile,Geral,48.88,494,13,0.0263,1,0.0,3.76,48.88,0.0
2025-05-14,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,50.4,5694,48,0.0084,1,96.25,1.05,50.4,1.91
2025-05-14,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,81.09,6931,76,0.011,2,382.84,1.07,40.54,4.72
2025-05-14,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Lookalike,103.76,9701,85,0.0088,3,633.04,1.22,34.59,6.1
2025-05-15,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,67.01,851,19,0.0223,1,0.0,3.53,67.01,0.0
2025-05-15,C002,Google Search - Genérico,Google Ads,leads,Desktop,Busca ativa,59.8,656,15,0.0229,1,0.0,3.99,59.8,0.0
2025-05-15,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,52.8,4785,43,0.009,2,308.08,1.23,26.4,5.83
2025-05-15,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,93.27,6807,73,0.0107,2,303.09,1.28,46.64,3.25
2025-05-15,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Busca ativa,121.38,11964,120,0.01,2,462.64,1.01,60.69,3.81
2025-05-16,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,83.34,774,18,0.0233,1,0.0,4.63,83.34,0.0
2025-05-16,C002,Google Search - Genérico,Google Ads,leads,Mobile,Remarketing,75.27,594,14,0.0236,1,0.0,5.38,75.27,0.0
2025-05-16,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Geral,71.58,9748,86,0.0088,2,369.22,0.83,35.79,5.16
2025-05-16,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,96.81,9459,101,0.0107,3,301.85,0.96,32.27,3.12
2025-05-16,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Geral,108.81,10123,96,0.0095,3,690.12,1.13,36.27,6.34
2025-05-17,C001,Google Search - Marca,Google Ads,leads,Desktop,Interesses,39.36,287,7,0.0244,0,0.0,5.62,,0.0
2025-05-17,C002,Google Search - Genérico,Google Ads,leads,Tablet,Interesses,44.62,631,13,0.0206,1,0.0,3.43,44.62,0.0
2025-05-17,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,35.75,3202,28,0.0087,1,183.16,1.28,35.75,5.12
2025-05-17,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,76.07,5243,49,0.0093,1,80.85,1.55,76.07,1.06
2025-05-17,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,103.57,8253,98,0.0119,3,628.11,1.06,34.52,6.06
2025-05-18,C001,Google Search - Marca,Google Ads,leads,Desktop,Remarketing,66.95,495,11,0.0222,1,0.0,6.09,66.95,0.0
2025-05-18,C002,Google Search - Genérico,Google Ads,leads,Desktop,Lookalike,56.66,751,18,0.024,1,0.0,3.15,56.66,0.0
2025-05-18,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Busca ativa,35.61,3058,26,0.0085,1,163.08,1.37,35.61,4.58
2025-05-18,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,60.72,6809,62,0.0091,2,191.04,0.98,30.36,3.15
2025-05-18,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,77.32,6668,61,0.0091,3,769.68,1.27,25.77,9.95
2025-05-19,C001,Google Search - Marca,Google Ads,leads,Tablet,Remarketing,77.64,1035,18,0.0174,2,0.0,4.31,38.82,0.0
2025-05-19,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,68.21,1090,21,0.0193,1,0.0,3.25,68.21,0.0
2025-05-19,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,61.99,8192,58,0.0071,2,285.52,1.07,31.0,4.61
2025-05-19,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,75.13,6242,53,0.0085,2,382.3,1.42,37.56,5.09
2025-05-19,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Remarketing,125.2,10447,99,0.0095,4,921.75,1.26,31.3,7.36
2025-05-20,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,66.1,581,13,0.0224,1,0.0,5.08,66.1,0.0
2025-05-20,C002,Google Search - Genérico,Google Ads,leads,Mobile,Geral,72.11,562,13,0.0231,1,0.0,5.55,72.11,0.0
2025-05-20,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,55.56,5719,39,0.0068,1,93.75,1.42,55.56,1.69
2025-05-20,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,102.68,10429,111,0.0106,3,479.2,0.93,34.23,4.67
2025-05-20,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Interesses,122.48,9490,98,0.0103,2,597.85,1.25,61.24,4.88
2025-05-21,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,83.13,719,16,0.0223,1,0.0,5.2,83.13,0.0
2025-05-21,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,67.5,1441,22,0.0153,2,0.0,3.07,33.75,0.0
2025-05-21,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,53.15,8686,58,0.0067,1,160.18,0.92,53.15,3.01
2025-05-21,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Interesses,95.79,13251,96,0.0072,4,627.88,1.0,23.95,6.55
2025-05-21,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,121.15,8377,108,0.0129,3,514.2,1.12,40.38,4.24
2025-05-22,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,68.85,830,21,0.0253,2,0.0,3.28,34.42,0.0
2025-05-22,C002,Google Search - Genérico,Google Ads,leads,Tablet,Interesses,54.54,744,17,0.0228,1,0.0,3.21,54.54,0.0
2025-05-22,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Geral,59.33,7087,49,0.0069,1,194.75,1.21,59.33,3.28
2025-05-22,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,91.43,10232,106,0.0104,3,488.48,0.86,30.48,5.34
2025-05-22,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,89.47,11914,82,0.0069,3,551.22,1.09,29.82,6.16
2025-05-23,C001,Google Search - Marca,Google Ads,leads,Desktop,Remarketing,77.21,696,14,0.0201,1,0.0,5.52,77.21,0.0
2025-05-23,C002,Google Search - Genérico,Google Ads,leads,Desktop,Remarketing,73.63,620,15,0.0242,1,0.0,4.91,73.63,0.0
2025-05-23,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Tablet,Geral,53.81,9965,76,0.0076,3,502.19,0.71,17.94,9.33
2025-05-23,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,80.74,7863,72,0.0092,2,324.79,1.12,40.37,4.02
2025-05-23,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,129.71,12876,146,0.0113,4,1176.33,0.89,32.43,9.07
2025-05-24,C001,Google Search - Marca,Google Ads,leads,Tablet,Remarketing,55.73,857,17,0.0198,1,0.0,3.28,55.73,0.0
2025-05-24,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,60.54,602,11,0.0183,1,0.0,5.5,60.54,0.0
2025-05-24,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Remarketing,34.53,3827,28,0.0073,1,174.86,1.23,34.53,5.06
2025-05-24,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Remarketing,65.24,9480,50,0.0053,1,138.26,1.3,65.24,2.12
2025-05-24,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,71.45,5467,53,0.0097,2,553.59,1.35,35.72,7.75
2025-05-25,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,62.05,679,14,0.0206,1,0.0,4.43,62.05,0.0
2025-05-25,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,55.69,536,12,0.0224,1,0.0,4.64,55.69,0.0
2025-05-25,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,47.57,4869,40,0.0082,1,214.47,1.19,47.57,4.51
2025-05-25,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,67.67,6877,58,0.0084,1,107.55,1.17,67.67,1.59
2025-05-25,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,83.19,5143,58,0.0113,2,389.66,1.43,41.6,4.68
2025-05-26,C001,Google Search - Marca,Google Ads,leads,Desktop,Busca ativa,70.65,1120,18,0.0161,1,0.0,3.92,70.65,0.0
2025-05-26,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,68.51,725,15,0.0207,1,0.0,4.57,68.51,0.0
2025-05-26,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,60.59,4895,35,0.0072,0,0.0,1.73,,0.0
2025-05-26,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Geral,65.52,7646,64,0.0084,3,536.47,1.02,21.84,8.19
2025-05-26,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,121.2,12192,128,0.0105,4,855.73,0.95,30.3,7.06
2025-05-27,C001,Google Search - Marca,Google Ads,leads,Desktop,Geral,52.46,531,12,0.0226,1,0.0,4.37,52.46,0.0
2025-05-27,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,50.51,542,11,0.0203,1,0.0,4.59,50.51,0.0
2025-05-27,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Busca ativa,55.84,5273,44,0.0083,1,234.8,1.27,55.84,4.2
2025-05-27,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Lookalike,86.12,8498,60,0.0071,2,269.54,1.44,43.06,3.13
2025-05-27,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Remarketing,88.35,7500,77,0.0103,2,570.31,1.15,44.18,6.46
2025-05-28,C001,Google Search - Marca,Google Ads,leads,Desktop,Lookalike,62.07,875,18,0.0206,1,0.0,3.45,62.07,0.0
2025-05-28,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,80.85,637,17,0.0267,0,0.0,4.76,,0.0
2025-05-28,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,62.69,5982,49,0.0082,1,152.93,1.28,62.69,2.44
2025-05-28,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Remarketing,94.72,9173,75,0.0082,3,384.41,1.26,31.57,4.06
2025-05-28,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,135.32,16203,161,0.0099,5,809.93,0.84,27.06,5.99
2025-05-29,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,82.18,1200,19,0.0158,1,0.0,4.33,82.18,0.0
2025-05-29,C002,Google Search - Genérico,Google Ads,leads,Desktop,Busca ativa,72.42,700,13,0.0186,1,0.0,5.57,72.42,0.0
2025-05-29,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,56.62,7029,46,0.0065,1,244.62,1.23,56.62,4.32
2025-05-29,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Tablet,Remarketing,98.05,10005,90,0.009,3,681.95,1.09,32.68,6.96
2025-05-29,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Interesses,88.25,5660,65,0.0115,2,225.46,1.36,44.12,2.55
2025-05-30,C001,Google Search - Marca,Google Ads,leads,Desktop,Remarketing,63.98,782,14,0.0179,1,0.0,4.57,63.98,0.0
2025-05-30,C002,Google Search - Genérico,Google Ads,leads,Desktop,Remarketing,71.25,782,13,0.0166,1,0.0,5.48,71.25,0.0
2025-05-30,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,37.16,3536,32,0.009,1,98.98,1.16,37.16,2.66
2025-05-30,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Geral,114.64,6251,59,0.0094,2,352.8,1.94,57.32,3.08
2025-05-30,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Geral,105.41,16216,190,0.0117,6,1001.99,0.55,17.57,9.51
2025-05-31,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,49.06,499,10,0.02,0,0.0,4.91,,0.0
2025-05-31,C002,Google Search - Genérico,Google Ads,leads,Mobile,Geral,49.51,661,16,0.0242,0,0.0,3.09,,0.0
2025-05-31,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Remarketing,36.72,3996,33,0.0083,1,231.67,1.11,36.72,6.31
2025-05-31,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Tablet,Interesses,70.03,6120,52,0.0085,2,381.56,1.35,35.02,5.45
2025-05-31,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,70.35,6558,68,0.0104,3,885.71,1.03,23.45,12.59
2025-06-01,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,42.86,1232,17,0.0138,1,0.0,2.52,42.86,0.0
2025-06-01,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,38.06,4504,31,0.0069,1,141.06,1.23,38.06,3.71
2025-06-01,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Interesses,74.71,7081,72,0.0102,3,269.3,1.04,24.9,3.6
2025-06-01,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Interesses,87.11,9022,97,0.0108,2,453.44,0.9,43.56,5.21
2025-06-02,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,67.66,1052,12,0.0114,1,0.0,5.64,67.66,0.0
2025-06-02,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Interesses,53.03,5360,40,0.0075,1,215.44,1.33,53.03,4.06
2025-06-02,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Busca ativa,115.17,8980,81,0.009,3,457.22,1.42,38.39,3.97
2025-06-02,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Busca ativa,111.08,17093,90,0.0053,3,731.14,1.23,37.03,6.58
2025-06-03,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,64.68,1037,17,0.0164,1,0.0,3.8,64.68,0.0
2025-06-03,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,44.43,4278,39,0.0091,1,202.49,1.14,44.43,4.56
2025-06-03,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,100.05,9684,83,0.0086,1,135.09,1.21,100.05,1.35
2025-06-03,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Geral,109.76,7667,93,0.0121,3,698.93,1.18,36.59,6.37
2025-06-04,C001,Google Search - Marca,Google Ads,leads,Desktop,Geral,87.2,867,21,0.0242,1,0.0,4.15,87.2,0.0
2025-06-04,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,44.35,8553,63,0.0074,2,171.07,0.7,22.18,3.86
2025-06-04,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,101.24,10707,77,0.0072,1,136.94,1.31,101.24,1.35
2025-06-04,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,108.11,17887,110,0.0061,3,749.85,0.98,36.04,6.94
2025-06-05,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,69.52,506,14,0.0277,1,0.0,4.97,69.52,0.0
2025-06-05,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,57.06,5071,37,0.0073,1,239.77,1.54,57.06,4.2
2025-06-05,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,132.96,14409,96,0.0067,3,478.87,1.38,44.32,3.6
2025-06-05,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,104.56,7474,69,0.0092,2,473.12,1.52,52.28,4.52
2025-06-06,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,77.96,1101,19,0.0173,1,0.0,4.1,77.96,0.0
2025-06-06,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,39.91,4358,32,0.0073,1,201.12,1.25,39.91,5.04
2025-06-06,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,92.32,8403,76,0.009,3,359.36,1.21,30.77,3.89
2025-06-06,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,75.96,6452,70,0.0108,3,667.81,1.09,25.32,8.79
2025-06-07,C001,Google Search - Marca,Google Ads,leads,Tablet,Lookalike,51.11,559,11,0.0197,0,0.0,4.65,,0.0
2025-06-07,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,37.83,3409,24,0.007,1,197.16,1.58,37.83,5.21
2025-06-07,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,48.13,5893,46,0.0078,1,156.21,1.05,48.13,3.25
2025-06-07,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,80.68,5352,58,0.0108,2,454.68,1.39,40.34,5.64
2025-06-08,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,43.49,767,14,0.0183,1,0.0,3.11,43.49,0.0
2025-06-08,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,40.69,4653,27,0.0058,1,176.09,1.51,40.69,4.33
2025-06-08,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,84.25,9502,86,0.0091,2,302.25,0.98,42.12,3.59
2025-06-08,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,98.2,7384,71,0.0096,2,478.53,1.38,49.1,4.87
2025-06-09,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,54.36,778,13,0.0167,1,0.0,4.18,54.36,0.0
2025-06-09,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Remarketing,48.3,4953,34,0.0069,1,193.92,1.42,48.3,4.01
2025-06-09,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,114.63,11512,93,0.0081,2,189.21,1.23,57.32,1.65
2025-06-09,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,85.9,7226,57,0.0079,2,430.25,1.51,42.95,5.01
2025-06-10,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,57.87,599,11,0.0184,0,0.0,5.26,,0.0
2025-06-10,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Geral,59.29,6028,45,0.0075,1,142.98,1.32,59.29,2.41
2025-06-10,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,100.35,9234,74,0.008,2,279.14,1.36,50.18,2.78
2025-06-10,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Lookalike,95.79,10579,92,0.0087,4,249.41,1.04,23.95,2.6
2025-06-11,C001,Google Search - Marca,Google Ads,leads,Tablet,Lookalike,66.09,832,15,0.018,1,0.0,4.41,66.09,0.0
2025-06-11,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,46.34,8126,63,0.0078,2,487.02,0.74,23.17,10.51
2025-06-11,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Remarketing,116.56,9476,71,0.0075,2,331.96,1.64,58.28,2.85
2025-06-11,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,111.62,12680,119,0.0094,4,1017.69,0.94,27.9,9.12
2025-06-12,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,57.16,1130,17,0.015,1,0.0,3.36,57.16,0.0
2025-06-12,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,51.89,9334,53,0.0057,2,434.45,0.98,25.94,8.37
2025-06-12,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,85.83,11500,80,0.007,1,120.16,1.07,85.83,1.4
2025-06-12,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,108.88,9697,102,0.0105,3,467.25,1.07,36.29,4.29
2025-06-13,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,43.03,958,15,0.0157,1,0.0,2.87,43.03,0.0
2025-06-13,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,32.83,3811,23,0.006,1,96.44,1.43,32.83,2.94
2025-06-13,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Remarketing,122.28,12751,91,0.0071,3,240.95,1.34,40.76,1.97
2025-06-13,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Geral,89.42,9886,97,0.0098,2,89.92,0.92,44.71,1.01
2025-06-14,C001,Google Search - Marca,Google Ads,leads,Desktop,Busca ativa,52.21,583,12,0.0206,1,0.0,4.35,52.21,0.0
2025-06-14,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Interesses,37.18,4490,37,0.0082,1,149.26,1.0,37.18,4.01
2025-06-14,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Geral,95.23,9772,93,0.0095,2,206.43,1.02,47.62,2.17
2025-06-14,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Geral,72.35,6019,69,0.0115,2,512.5,1.05,36.17,7.08
2025-06-15,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,40.18,446,8,0.0179,0,0.0,5.02,,0.0
2025-06-15,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Remarketing,33.47,4835,31,0.0064,1,245.98,1.08,33.47,7.35
2025-06-15,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,106.45,9958,81,0.0081,1,74.16,1.31,106.45,0.7
2025-06-15,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Interesses,68.5,7045,58,0.0082,2,395.19,1.18,34.25,5.77
2025-06-16,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,63.51,589,10,0.017,0,0.0,6.35,,0.0
2025-06-16,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Lookalike,43.63,6951,45,0.0065,1,231.31,0.97,43.63,5.3
2025-06-16,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,95.01,9410,78,0.0083,3,465.37,1.22,31.67,4.9
2025-06-16,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Geral,120.71,10762,93,0.0086,3,616.8,1.3,40.24,5.11
2025-06-17,C001,Google Search - Marca,Google Ads,leads,Desktop,Geral,62.59,687,13,0.0189,1,0.0,4.81,62.59,0.0
2025-06-17,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Busca ativa,47.29,5185,32,0.0062,1,209.89,1.48,47.29,4.44
2025-06-17,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Busca ativa,114.4,10418,98,0.0094,2,511.08,1.17,57.2,4.47
2025-06-17,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,95.96,14180,99,0.007,3,719.3,0.97,31.99,7.5
2025-06-18,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,83.42,747,14,0.0187,1,0.0,5.96,83.42,0.0
2025-06-18,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,42.16,7957,44,0.0055,2,345.92,0.96,21.08,8.2
2025-06-18,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Busca ativa,123.58,8300,75,0.009,1,202.63,1.65,123.58,1.64
2025-06-18,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,146.94,9463,104,0.011,4,1229.1,1.41,36.74,8.36
2025-06-19,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,62.34,887,14,0.0158,1,0.0,4.45,62.34,0.0
2025-06-19,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Geral,39.33,3553,31,0.0087,1,94.6,1.27,39.33,2.41
2025-06-19,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,116.62,15102,131,0.0087,3,461.27,0.89,38.87,3.96
2025-06-19,C006,Meta - Lançamento Produto,Meta Ads,vendas,Tablet,Busca ativa,105.85,9776,97,0.0099,3,673.39,1.09,35.28,6.36
2025-06-20,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,70.45,846,14,0.0165,1,0.0,5.03,70.45,0.0
2025-06-20,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Lookalike,42.41,6023,40,0.0066,1,171.9,1.06,42.41,4.05
